product_id,product_name,product_keywords,product_aliases,product_category,source_file
ABW810,GT-BONEWAX (2 GM),GT-BONEWAX (2 GM) BONEWAX X 2 GM Aspiron Aspiron Others Others P-1 NCV Section M,gt bonewax 2 gm;gt bonewax gm;bonewax gm;gt bonewax;bonewax;aspiron;aspiron others,Others | P-1 | NCV | Section M,EndoProducts.csv
APGN022478Q1,SP-Polyglactin 910 Violet 2 X 90-40MM 1/2 Circle Reverse Cutting,SP-Polyglactin 910 Violet 2 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 2 x 90 40mm 1 2 circle reverse cutting;polyglactin violet 40mm;circle reverse cutting;sp polyglactin violet;40mm circle reverse;polyglactin violet;violet 40mm circle;reverse cutting;circle reverse;sp polyglactin;40mm circle;polyglactin;violet 40mm;cutting;reverse;circle;violet;40mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN10 2338,GT-Polyglactin 910 Violet 0 X 90-30MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 0 X 90-30MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 0 x 90 30mm 1 2 circle round body;polyglactin violet 30mm;gt polyglactin violet;polyglactin violet;violet 30mm circle;30mm circle round;circle round body;gt polyglactin;circle round;30mm circle;polyglactin;violet 30mm;round body;circle;violet;round;30mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN10 2346,GT-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 0 X 90-40MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 0 x 90 40mm 1 2 circle round body;polyglactin violet 40mm;gt polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;gt polyglactin;circle round;40mm circle;polyglactin;violet 40mm;round body;circle;violet;round;40mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN10 2346DN,GT-Polyglactin 910 Violet 0 X 140-40MM 1/2 Circle Round Body Taper Cut Double Needle,GT-Polyglactin 910 Violet 0 X 140-40MM 1/2 Circle Round Body Taper Cut Double Needle POLYGLACTIN 910 VIOLET 0 X 140-40MM 1/2 CIRCLE ROUND BODY TAPERCUT DOUBLE NEEDLE Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 0 x 140 40mm 1 2 circle round body taper cut double needle;polyglactin violet 40mm;gt polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;cut double needle;round body taper;taper cut double;body taper cut;gt polyglactin;double needle;circle round;40mm circle;polyglactin;violet 40mm;body taper;cut double;round body;taper cut;circle;double;needle;violet;round;taper;40mm;body;cut;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN10 2346DNL,GT-Polyglactin 910 Violet 0 X 180-40MM 1/2 Circle Round Body Taper Cut Double Needle,GT-Polyglactin 910 Violet 0 X 180-40MM 1/2 Circle Round Body Taper Cut Double Needle POLYGLACTIN 910 VIOLET 0 X 180-40MM 1/2 CIRCLE ROUND BODY TAPERCUT DOUBLE NEEDLE Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 0 x 180 40mm 1 2 circle round body taper cut double needle;polyglactin violet 40mm;gt polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;cut double needle;round body taper;taper cut double;body taper cut;gt polyglactin;double needle;circle round;40mm circle;polyglactin;violet 40mm;body taper;cut double;round body;taper cut;circle;double;needle;violet;round;taper;40mm;body;cut;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN10 2518,GT-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Taper Cut,GT-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Taper Cut POLYGLACTIN 910 VIOLET 0 X 90-40MM 1/2 CIRCLE TAPERCUT Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 0 x 90 40mm 1 2 circle taper cut;polyglactin violet 40mm;gt polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle taper;circle taper cut;gt polyglactin;circle taper;40mm circle;polyglactin;violet 40mm;taper cut;circle;violet;taper;40mm;cut;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN10 2534,GT-Polyglactin 910 Violet 0 X 90-36MM 1/2 Circle Reverse Cutting,GT-Polyglactin 910 Violet 0 X 90-36MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 0 x 90 36mm 1 2 circle reverse cutting;polyglactin violet 36mm;circle reverse cutting;gt polyglactin violet;36mm circle reverse;polyglactin violet;violet 36mm circle;reverse cutting;circle reverse;gt polyglactin;36mm circle;polyglactin;violet 36mm;cutting;reverse;circle;violet;36mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN10 2825,GT-Polyglactin 910 Violet 0 X 45-23MM 1/2 Circle Reverse Cutting,GT-Polyglactin 910 Violet 0 X 45-23MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 0 X 45-23MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 0 x 45 23mm 1 2 circle reverse cutting;polyglactin violet 23mm;circle reverse cutting;gt polyglactin violet;23mm circle reverse;polyglactin violet;violet 23mm circle;reverse cutting;circle reverse;gt polyglactin;23mm circle;polyglactin;violet 23mm;cutting;reverse;circle;violet;23mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN102338NE,ANE-Polyglactin 910 Violet 0 X 90-30MM 1/2 Circle Round Body,ANE-Polyglactin 910 Violet 0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 0 X 90-30MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 0 x 90 30mm 1 2 circle round body;polyglactin violet 30mm;ane polyglactin violet;polyglactin violet;violet 30mm circle;30mm circle round;circle round body;ane polyglactin;circle round;30mm circle;polyglactin;violet 30mm;round body;circle;violet;round;30mm;body;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN102338Q1,SP-Polyglactin 910 Violet 0 X 90-30MM 1/2 Circle Round Body,SP-Polyglactin 910 Violet 0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 0 X 90-30MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 0 x 90 30mm 1 2 circle round body;polyglactin violet 30mm;sp polyglactin violet;polyglactin violet;violet 30mm circle;30mm circle round;circle round body;sp polyglactin;circle round;30mm circle;polyglactin;violet 30mm;round body;circle;violet;round;30mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN102346DNXL,GT-Polyglactin 910 Violet 0 X 200-40MM 1/2 Circle Round Body Taper Cut Double Needle,GT-Polyglactin 910 Violet 0 X 200-40MM 1/2 Circle Round Body Taper Cut Double Needle GT-POLYGLACTIN 910 VIOLET 0 X 200-40MM 1/2 CIRCLE ROUND BODY TAPERCUT DOUBLE NEEDLE Aspiron Mitsu Suture P-1 NCV Section A,gt polyglactin 910 violet 0 x 200 40mm 1 2 circle round body taper cut double needle;polyglactin violet 40mm;gt polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;cut double needle;round body taper;taper cut double;body taper cut;gt polyglactin;double needle;circle round;40mm circle;polyglactin;violet 40mm;body taper;cut double;round body;taper cut;circle;double;needle;violet;round;taper;40mm;body;cut;aspiron;mitsu,Suture | P-1 | NCV | Section A,EndoProducts.csv
APGN102346NE,ANE-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Round Body,ANE-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 0 X 90-40MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 0 x 90 40mm 1 2 circle round body;polyglactin violet 40mm;ane polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;ane polyglactin;circle round;40mm circle;polyglactin;violet 40mm;round body;circle;violet;round;40mm;body;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN102346Q1,SP-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Round Body,SP-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 0 X 90-40MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 0 x 90 40mm 1 2 circle round body;polyglactin violet 40mm;sp polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;sp polyglactin;circle round;40mm circle;polyglactin;violet 40mm;round body;circle;violet;round;40mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN102518Q1,SP-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Taper Cut,SP-Polyglactin 910 Violet 0 X 90-40MM 1/2 Circle Taper Cut POLYGLACTIN 910 VIOLET 0 X 90-40MM 1/2 CIRCLE TAPERCUT Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 0 x 90 40mm 1 2 circle taper cut;polyglactin violet 40mm;sp polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle taper;circle taper cut;sp polyglactin;circle taper;40mm circle;polyglactin;violet 40mm;taper cut;circle;violet;taper;40mm;cut;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN102534NE,ANE-Polyglactin 910 Violet 0 X 90-36MM 1/2 Circle Reverse Cutting,ANE-Polyglactin 910 Violet 0 X 90-36MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 0 x 90 36mm 1 2 circle reverse cutting;polyglactin violet 36mm;ane polyglactin violet;circle reverse cutting;36mm circle reverse;polyglactin violet;violet 36mm circle;ane polyglactin;reverse cutting;circle reverse;36mm circle;polyglactin;violet 36mm;cutting;reverse;circle;violet;36mm;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN102534Q1,SP-Polyglactin 910 Violet 0 X 90-36MM 1/2 Circle Reverse Cutting,SP-Polyglactin 910 Violet 0 X 90-36MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 0 x 90 36mm 1 2 circle reverse cutting;polyglactin violet 36mm;circle reverse cutting;sp polyglactin violet;36mm circle reverse;polyglactin violet;violet 36mm circle;reverse cutting;circle reverse;sp polyglactin;36mm circle;polyglactin;violet 36mm;cutting;reverse;circle;violet;36mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN102825Q1,SP-Polyglactin 910 Violet 0 X 45-23MM 1/2 Circle Reverse Cutting,SP-Polyglactin 910 Violet 0 X 45-23MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 0 X 45-23MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 0 x 45 23mm 1 2 circle reverse cutting;polyglactin violet 23mm;circle reverse cutting;sp polyglactin violet;23mm circle reverse;polyglactin violet;violet 23mm circle;reverse cutting;circle reverse;sp polyglactin;23mm circle;polyglactin;violet 23mm;cutting;reverse;circle;violet;23mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN20 2317,GT-Polyglactin 910 Violet 2-0 X 90-30MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 2-0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 2 0 x 90 30mm 1 2 circle round body;polyglactin violet 30mm;gt polyglactin violet;polyglactin violet;violet 30mm circle;30mm circle round;circle round body;gt polyglactin;circle round;30mm circle;polyglactin;violet 30mm;round body;circle;violet;round;30mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN20 2345,GT-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 2-0 X 90-40MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 2 0 x 90 40mm 1 2 circle round body;polyglactin violet 40mm;gt polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;gt polyglactin;circle round;40mm circle;polyglactin;violet 40mm;round body;circle;violet;round;40mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN20 2345XL,GT-Polyglactin 910 Violet 2-0 X 120-40MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 2-0 X 120-40MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 2-0 X 120-40MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 2 0 x 120 40mm 1 2 circle round body;polyglactin violet 40mm;gt polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;gt polyglactin;circle round;40mm circle;polyglactin;violet 40mm;round body;circle;violet;round;40mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN20 2382,GT-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,GT-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 2 0 x 90 40mm 1 2 circle reverse cutting;polyglactin violet 40mm;circle reverse cutting;gt polyglactin violet;40mm circle reverse;polyglactin violet;violet 40mm circle;reverse cutting;circle reverse;gt polyglactin;40mm circle;polyglactin;violet 40mm;cutting;reverse;circle;violet;40mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN202317NE,ANE-Polyglactin 910 Violet 2-0 X 90-30MM 1/2 Circle Round Body,ANE-Polyglactin 910 Violet 2-0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 2 0 x 90 30mm 1 2 circle round body;polyglactin violet 30mm;ane polyglactin violet;polyglactin violet;violet 30mm circle;30mm circle round;circle round body;ane polyglactin;circle round;30mm circle;polyglactin;violet 30mm;round body;circle;violet;round;30mm;body;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN202317Q1,SP-Polyglactin 910 Violet 2-0 X 90-30MM 1/2 Circle Round Body,SP-Polyglactin 910 Violet 2-0 X 90-30MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 2 0 x 90 30mm 1 2 circle round body;polyglactin violet 30mm;sp polyglactin violet;polyglactin violet;violet 30mm circle;30mm circle round;circle round body;sp polyglactin;circle round;30mm circle;polyglactin;violet 30mm;round body;circle;violet;round;30mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN202345NE,ANE-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Round Body,ANE-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 2-0 X 90-40MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 2 0 x 90 40mm 1 2 circle round body;polyglactin violet 40mm;ane polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;ane polyglactin;circle round;40mm circle;polyglactin;violet 40mm;round body;circle;violet;round;40mm;body;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN202345Q1,SP-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Round Body,SP-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 2-0 X 90-40MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 2 0 x 90 40mm 1 2 circle round body;polyglactin violet 40mm;sp polyglactin violet;polyglactin violet;violet 40mm circle;40mm circle round;circle round body;sp polyglactin;circle round;40mm circle;polyglactin;violet 40mm;round body;circle;violet;round;40mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN202382NE,ANE-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,ANE-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 2 0 x 90 40mm 1 2 circle reverse cutting;polyglactin violet 40mm;ane polyglactin violet;circle reverse cutting;40mm circle reverse;polyglactin violet;violet 40mm circle;ane polyglactin;reverse cutting;circle reverse;40mm circle;polyglactin;violet 40mm;cutting;reverse;circle;violet;40mm;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN202382Q1,SP-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting,SP-Polyglactin 910 Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting POLYGLACTIN 910 VIOLET 2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 2 0 x 90 40mm 1 2 circle reverse cutting;polyglactin violet 40mm;circle reverse cutting;sp polyglactin violet;40mm circle reverse;polyglactin violet;violet 40mm circle;reverse cutting;circle reverse;sp polyglactin;40mm circle;polyglactin;violet 40mm;cutting;reverse;circle;violet;40mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN30 2328U,GT-Polyglactin 910 Undyed 3-0 X 90-25MM 3/8 Circle Cutting,GT-Polyglactin 910 Undyed 3-0 X 90-25MM 3/8 Circle Cutting POLYGLACTIN 910 UNDYED 3-0 X 90-25MM 3/8 CIRCLE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 undyed 3 0 x 90 25mm 3 8 circle cutting;polyglactin undyed 25mm;gt polyglactin undyed;25mm circle cutting;polyglactin undyed;undyed 25mm circle;circle cutting;gt polyglactin;25mm circle;polyglactin;undyed 25mm;cutting;circle;undyed;25mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN30 2437,GT-Polyglactin 910 Violet 3-0 X 70-20MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 3-0 X 70-20MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 3-0 X 70-20MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 3 0 x 70 20mm 1 2 circle round body;polyglactin violet 20mm;gt polyglactin violet;polyglactin violet;violet 20mm circle;20mm circle round;circle round body;gt polyglactin;circle round;20mm circle;polyglactin;violet 20mm;round body;circle;violet;round;20mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN302328UNE,ANE-Polyglactin 910 Undyed 3-0 X 90-25MM 3/8 Circle Cutting,ANE-Polyglactin 910 Undyed 3-0 X 90-25MM 3/8 Circle Cutting POLYGLACTIN 910 UNDYED 3-0 X 90-25MM 3/8 CIRCLE CUTTING Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 undyed 3 0 x 90 25mm 3 8 circle cutting;polyglactin undyed 25mm;ane polyglactin undyed;25mm circle cutting;polyglactin undyed;undyed 25mm circle;ane polyglactin;circle cutting;25mm circle;polyglactin;undyed 25mm;cutting;circle;undyed;25mm;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN302328UQ1,SP-Polyglactin 910 Undyed 3-0 X 90-25MM 3/8 Circle Cutting,SP-Polyglactin 910 Undyed 3-0 X 90-25MM 3/8 Circle Cutting POLYGLACTIN 910 UNDYED 3-0 X 90-25MM 3/8 CIRCLE CUTTING Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 undyed 3 0 x 90 25mm 3 8 circle cutting;polyglactin undyed 25mm;sp polyglactin undyed;25mm circle cutting;polyglactin undyed;undyed 25mm circle;circle cutting;sp polyglactin;25mm circle;polyglactin;undyed 25mm;cutting;circle;undyed;25mm;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN302437NE,ANE-Polyglactin 910 Violet 3-0 X 70-20MM 1/2 Circle Round Body,ANE-Polyglactin 910 Violet 3-0 X 70-20MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 3-0 X 70-20MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 3 0 x 70 20mm 1 2 circle round body;polyglactin violet 20mm;ane polyglactin violet;polyglactin violet;violet 20mm circle;20mm circle round;circle round body;ane polyglactin;circle round;20mm circle;polyglactin;violet 20mm;round body;circle;violet;round;20mm;body;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN302437Q1,SP-Polyglactin 910 Violet 3-0 X 70-20MM 1/2 Circle Round Body,SP-Polyglactin 910 Violet 3-0 X 70-20MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 3-0 X 70-20MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 3 0 x 70 20mm 1 2 circle round body;polyglactin violet 20mm;sp polyglactin violet;polyglactin violet;violet 20mm circle;20mm circle round;circle round body;sp polyglactin;circle round;20mm circle;polyglactin;violet 20mm;round body;circle;violet;round;20mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN40 2304,GT-Polyglactin 910 Violet 4-0 X 70-20MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 4-0 X 70-20MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 4-0 X 70-20MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 4 0 x 70 20mm 1 2 circle round body;polyglactin violet 20mm;gt polyglactin violet;polyglactin violet;violet 20mm circle;20mm circle round;circle round body;gt polyglactin;circle round;20mm circle;polyglactin;violet 20mm;round body;circle;violet;round;20mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN402304NE,ANE-Polyglactin 910 Violet 4-0 X 70-20MM 1/2 Circle Round Body,ANE-Polyglactin 910 Violet 4-0 X 70-20MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 4-0 X 70-20MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section N,ane polyglactin 910 violet 4 0 x 70 20mm 1 2 circle round body;polyglactin violet 20mm;ane polyglactin violet;polyglactin violet;violet 20mm circle;20mm circle round;circle round body;ane polyglactin;circle round;20mm circle;polyglactin;violet 20mm;round body;circle;violet;round;20mm;body;ane;aspiron,Suture | P-1 | NCV | Section N,EndoProducts.csv
APGN402304Q1,SP-Polyglactin 910 Violet 4-0 X 70-20MM 1/2 Circle Round Body,SP-Polyglactin 910 Violet 4-0 X 70-20MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 4-0 X 70-20MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 4 0 x 70 20mm 1 2 circle round body;polyglactin violet 20mm;sp polyglactin violet;polyglactin violet;violet 20mm circle;20mm circle round;circle round body;sp polyglactin;circle round;20mm circle;polyglactin;violet 20mm;round body;circle;violet;round;20mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN50 2403,GT-Polyglactin 910 Violet 5-0 X 45-16MM 1/2 Circle Round Body,GT-Polyglactin 910 Violet 5-0 X 45-16MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 5-0 X 45-16MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 violet 5 0 x 45 16mm 1 2 circle round body;polyglactin violet 16mm;gt polyglactin violet;polyglactin violet;violet 16mm circle;16mm circle round;circle round body;gt polyglactin;circle round;16mm circle;polyglactin;violet 16mm;round body;circle;violet;round;16mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGN502403Q1,SP-Polyglactin 910 Violet 5-0 X 45-16MM 1/2 Circle Round Body,SP-Polyglactin 910 Violet 5-0 X 45-16MM 1/2 Circle Round Body POLYGLACTIN 910 VIOLET 5-0 X 45-16MM 1/2 CIRCLE ROUND BODY Aspiron Aspiron Suture P-1 NCV Section M,sp polyglactin 910 violet 5 0 x 45 16mm 1 2 circle round body;polyglactin violet 16mm;sp polyglactin violet;polyglactin violet;violet 16mm circle;16mm circle round;circle round body;sp polyglactin;circle round;16mm circle;polyglactin;violet 16mm;round body;circle;violet;round;16mm;body;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGT01 2347DNL,GT-Polyglactin 910 With triclosan Violet 1X180-40MM 1/2 Circle Round Body Taper Cut Double Needle,GT-Polyglactin 910 With triclosan Violet 1X180-40MM 1/2 Circle Round Body Taper Cut Double Needle POLYGLACTIN 910 WITH TRICLOSAN VIOLET 1X180-40MM 1/2 CIRCLE ROUND BODY TAPERCUT DOUBLE NEEDLE Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 with triclosan violet 1x180 40mm 1 2 circle round body taper cut double needle;polyglactin with triclosan;triclosan violet 1x180;with triclosan violet;gt polyglactin with;1x180 40mm circle;40mm circle round;circle round body;cut double needle;violet 1x180 40mm;polyglactin with;round body taper;taper cut double;triclosan violet;body taper cut;gt polyglactin;with triclosan;double needle;circle round;violet 1x180;40mm circle;polyglactin;1x180 40mm;body taper;cut double;round body;taper cut;triclosan;circle;double;needle;violet;1x180;round;taper;40mm;body;with;cut;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
APGT01 2347DNLZ,GT-Polyglactin 910 T PLUS VIOLET 1X180-40MM 1/2 Circle Round Body Taper Cut Double Needle,GT-Polyglactin 910 T PLUS VIOLET 1X180-40MM 1/2 Circle Round Body Taper Cut Double Needle POLYGLACTIN 910 T PLUSVIO 1X180-40MM HALF CIRCLR ROUND BODY TAPERCUT DOUBLE NEEDLE-3D Aspiron Aspiron Suture P-1 NCV Section M,gt polyglactin 910 t plus violet 1x180 40mm 1 2 circle round body taper cut double needle;polyglactin plus violet;gt polyglactin plus;1x180 40mm circle;40mm circle round;circle round body;cut double needle;plus violet 1x180;violet 1x180 40mm;polyglactin plus;round body taper;taper cut double;body taper cut;gt polyglactin;double needle;circle round;violet 1x180;40mm circle;plus violet;polyglactin;1x180 40mm;body taper;cut double;round body;taper cut;circle;double;needle;violet;1x180;round;taper;40mm;body;plus;cut;aspiron,Suture | P-1 | NCV | Section M,EndoProducts.csv
