Sr No,Fiscal Year,Bid/Direct,Date,Month,Contract No.,Contract Value,Bid No.,Zonal Head,Department Name,Department Location,Department State,Seller Name,Seller Location,Seller State,Seller Contact No.,Category,Decode,Brand Name,Company Name,Meril / Others,Ordered Qty,Unit Price (Incl. of GST),Total Price,DB/COMPANY,Meril DB,Remarks,Gem Seller Id
92,2025-26,Bid/RA,06-06-2025,June,GEMC-511687761514092,5040,GEM/2025/B/6154734,Mangesh Chandurkar,Employees State Insurance Corporation (ESIC),Sr. No.690 BIBVEWADI PUNE411 037 PUNE CITY MAHARASHTRA411037 India,Maharashtra,ASMITA NEW MEDITRONICS,"PLOT NO 23,KHARBI ROAD,SAHAKAR NAGAR, Nagpur, MAHARASHTRA-440009, -",Maharashtra,9823211201,Sutures (V3),CYG 3719 DECLON 10-0,DECLON,CYGNET,Others,15,336,5040,Distributor,NO,,9F8E190000763802
93,2025-26,Bid/RA,06-06-2025,June,GEMC-511687780340767,37960,GEM/2025/B/6154734,Mangesh Chandurkar,Employees State Insurance Corporation (ESIC),Sr. No.690 BIBVEWADI PUNE411 037 PUNE CITY MAHARASHTRA411037 India,Maharashtra,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Sutures (V3),QN 1326,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,520,73,37960,Company,NO,,9FHS220006282257
94,2025-26,Bid/RA,06-06-2025,June,GEMC-511687735158350,3450,GEM/2025/B/6154734,Mangesh Chandurkar,Employees State Insurance Corporation (ESIC),Sr. No.690 BIBVEWADI PUNE411 037 PUNE CITY MAHARASHTRA411037 India,Maharashtra,ARIHANT MEDITECH,"Shop No.27, Gr. Flr.,Bizzbay,S.no. 29/1/1,2,3,29/2 to 6 Prop. No.O/E/01/03100069,NIBM Road,Kondhawa Khurd, Pune, MAHARASHTRA-411048, -",Maharashtra,9158444057,Sutures (V3),FILAPRON PCL20 1765V,Filapron,MERIL ENDO SURGERY PVT. LTD,Meril,24,143.73,3449.52,Company,YES,,B312200001111724
95,2025-26,Bid/RA,06-06-2025,June,GEMC-511687788677617,232,GEM/2025/B/6154734,Mangesh Chandurkar,Employees State Insurance Corporation (ESIC),Sr. No.690 BIBVEWADI PUNE411 037 PUNE CITY MAHARASHTRA411037 India,Maharashtra,ASMITA NEW MEDITRONICS,"PLOT NO 23,KHARBI ROAD,SAHAKAR NAGAR, Nagpur, MAHARASHTRA-440009, -",Maharashtra,9823211201,Sutures (V3),849,A-LENE,AALAY SURGICALS PVT LTD,Others,5,46.48,232.4,Distributor,NO,,9F8E190000763802
96,2025-26,Bid/RA,03-06-2025,June,GEMC-511687717203188,302400,GEM/2025/B/6091936,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MERIL ENDO SURGERY PRIVATE LIMITED,"NO. 135-139,BILAKHIA HOUSE,MUKTANAND MARG,CHALA, VAPI, GUJARAT-396191, -",Gujarat,8140065678,Sutures (V3),MITSU AB PGT20 945U,Mitsu AB,MERIL ENDO SURGERY PVT. LTD,Meril,1800,168,302400,Company,NO,,0DAA180000108070
97,2025-26,Bid/RA,02-06-2025,June,GEMC-511687706081215,131040,GEM/2025/B/6115104,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MERIL ENDO SURGERY PRIVATE LIMITED,"NO. 135-139,BILAKHIA HOUSE,MUKTANAND MARG,CHALA, VAPI, GUJARAT-396191, -",Gujarat,8140065678,Sutures (V3),Filapron AB PCLT301326UNE,Filapron,MERIL ENDO SURGERY PVT. LTD,Meril,720,182,131040,Company,NO,,0DAA180000108070
98,2025-26,Bid/RA,26-06-2025,June,GEMC-511687761916503,9020,GEM/2025/B/6244789,Mangesh Chandurkar,Bharat Heavy Electricals Limited (BHEL),MAIN MEDICAL STORE KASTURBA HOSPITAL BHARAT HEAVY ELECTRICAL LTD HABIBGANJ Bhopal MADHYA PRADESH462022 India,Madhya Pradesh,ALFA CORPUSCLES PRIVATE LIMITED,"L-149,SECTOR 1,BAWANA INDUSTRIAL AREA, North West delhi, DELHI-110039, -",Delhi,9811349395,Skin Stapler (V2),SS35WM,Easyclose,Alfa Corpuscles Pvt. Ltd,Others,50,180.4,9020,Company,NO,,76F3200001174451
99,2025-26,Bid/RA,30-04-2025,April,GEMC-511687746478073,327950,GEM/2025/B/6148841,Kapil Arora,Health and Family Welfare Department Jammu and Kashmir,District Hospital Kulgam Kulgam JAMMU & KASHMIR192231 India,Jammu And Kashmir,RESHI ASSOCIATES,"0,RESHI ASSOCITAES,LANE 1 NEAR MUNCIPAL PARK NAI BASTI,ANANTNAG, Ananthnag, JAMMU & KASHMIR-192101, -",Jammu And Kashmir,9419045692,Hemorrhoid Stapler (V2),MIRUS PPH STAPLER MPPH-32,Mirus,MERIL ENDO SURGERY PVT. LTD,Meril,50,6559,327950,Distributor,YES,,0C16190000833003
100,2025-26,Bid/RA,21-07-2025,July,GEMC-511687752496651,11290,GEM/2025/B/6307349,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MERIL ENDO SURGERY PRIVATE LIMITED,"NO. 135-139,BILAKHIA HOUSE,MUKTANAND MARG,CHALA, VAPI, GUJARAT-396191, -",Gujarat,8140065678,Sutures (V3),MITSU PGN20 945U,MITSU,MERIL ENDO SURGERY PVT. LTD,Meril,180,62.72,11289.6,Company,NO,,0DAA180000108070
101,2025-26,Bid/RA,14-07-2025,July,GEMC-511687786201568,44875,GEM/2025/B/6275364,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,ASWINI HEALTH SPECIALITIES (INDIA) PRIVATE LIMITED,"IV/675,FERRY ROAD,KALAMASSERY, Ernakulam, KERALA-683104, -",Kerala,4842550121,Sutures (V3),NW617,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,120,373.96,44875.2,Distributor,NO,,PNJK220006632851
102,2025-26,Bid/RA,14-07-2025,July,GEMC-511687786201568,44875,GEM/2025/B/6275364,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,ASWINI HEALTH SPECIALITIES (INDIA) PRIVATE LIMITED,"IV/675,FERRY ROAD,KALAMASSERY, Ernakulam, KERALA-683104, -",Kerala,4842550121,Sutures (V3),NW617A,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,120,373.99,44878.8,Distributor,NO,,PNJK220006632851
103,2025-26,Bid/RA,13-05-2025,May,GEMC-511687781296896,243408,GEM/2025/B/5912193,Kapil Arora,Government Medical College and Hospital,Government Medical College & Hospital Sector 32 Chandigarh 160031 CHANDIGARH CHANDIGARH160031 India,Chandigarh,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 4276 DN,AQGUT,AQMEN MEDTECH PRIVATE LIMITED,Others,4800,50.71,243408,Company,NO,,K4OS210003907957
104,2025-26,Bid/RA,10-05-2025,May,GEMC-511687785356647,62400,GEM/2025/B/6183414,Rana Nandy,Nagaon Medical College and Hospital,Nagaon Medical College and Hospital Laokhowa Road Mohkhuli Chariali Diphalu Nagaon ASSAM782003 India,Assam,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Sutures (V3),QNP 2347,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,1200,52,62400,Company,NO,,9FHS220006282257
105,2025-26,Bid/RA,29-05-2025,May,GEMC-511687767366640,987975,GEM/2024/B/4833941,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,SUDHA SHAKTI SURGICALS,"Plot No-L-7,,Basement & Ground Floor Block L,Green Park Extension Market,Green Park Extension, South West delhi, DELHI-110016, India",Delhi,9899818782,Sutures (V2),VP2936,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,2024,488.13,987975.12,Distributor,NO,,8A56180000107451
106,2025-26,Bid/RA,29-05-2025,May,GEMC-511687767366640,987975,GEM/2024/B/4833941,Deepak Kumar Agrawal,Central Health Service Ministry of Health and Family Welfare,OFFICE OF THE MEDICAL SUPERINTENDENT SAFDARJUNG HOSPITAL NEW DELHI110029 NEW DELHI DELHI110029 India,Delhi,SUDHA SHAKTI SURGICALS,"Plot No-L-7,,Basement & Ground Floor Block L,Green Park Extension Market,Green Park Extension, South West delhi, DELHI-110016, India",Delhi,9899818782,Sutures (V2),VP2534,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,1480,532.09,787493.2,Distributor,NO,,8A56180000107451
107,2025-26,Bid/RA,24-10-2025,October,GEMC-511687761965366,23808,GEM/2025/B/6753222,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,JEEVAN DEVICES,"PLOT NO. 1 GROUND FLOOR,PRAKASH NAGAR,AYODHYA BYPASS ROAD,BHOPAL, Bhopal, MADHYA PRADESH-462041, -",Madhya Pradesh,9827050836,Sutures (V3),TS649P1,Unbranded--HEALTHIUM MEDTECH PRIVATE LIMITED,HEALTHIUM MEDTECH PRIVATE LIMITED,Others,96,248,23808,Distributor,NO,,SXQO230008822210
108,2025-26,Bid/RA,09-10-2025,October,GEMC-511687715295945,9000,GEM/2025/B/6511153,Rana Nandy,Employees State Insurance Corporation,ESIC HOSPITAL JOKA DIAMOND HARBOUR ROAD SOUTH 24 PARAGANAS WEST BENGAL700104 India,West Bengal,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),A 215,AQSILK,AQMEN MEDTECH PRIVATE LIMITED,Others,600,15,9000,Company,NO,,K4OS210003907957
109,2025-26,Bid/RA,17-10-2025,October,GEMC-511687708561460,35976,GEM/2025/B/6736122,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Surgical Trocars,QBT10,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,24,1499,35976,Company,NO,,9FHS220006282257
110,2025-26,Bid/RA,17-10-2025,October,GEMC-511687770608926,35976,GEM/2025/B/6736122,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Surgical Trocars,QBT12,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,24,1499,35976,Company,NO,,9FHS220006282257
111,2025-26,Bid/RA,17-10-2025,October,GEMC-511687785512324,18348,GEM/2025/B/6736122,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,Focus Elite Lifesciences,"20-AB,Focus Tower,Rajputana Street,Vishveshwarya Nagar, Gopalpura Bypass, Jaipur, RAJASTHAN-302018, -",Rajasthan,9829897565,Surgical Trocars,Surgical Bladeless Trocar 5x100 MM,SPM,SPM MEDICARE PVT. LTD,Others,12,1529,18348,Distributor,NO,,BORU210001923115
112,2025-26,Bid/RA,17-10-2025,October,GEMC-511687700141911,11000,GEM/2025/B/6736122,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,JUPITER HEALTH CARE,"Shop no.83, Second Floor, Omaxe Commercial Tower,Sonipat, Sonipat, HARYANA-131001, -",Haryana,9999660082,Surgical Trocars,CLONMED PATH,ClonMed,JUPITER HEALTH CARE,Others,5,2200,11000,Company,NO,,D088190000766537
113,2025-26,Bid/RA,17-10-2025,October,GEMC-511687782930465,44970,GEM/2025/B/6736122,Mangesh Chandurkar,Department of Health Research,Raisen By Pass Road Karond Bhopal BHOPAL MADHYA PRADESH462038 India,Madhya Pradesh,QUBIX MEDICARE PRIVATE LIMITED,"# 1421,,8Th Main Judical Layout,,Yelahanka,,Bangalore, Bangalore, KARNATAKA-560065, -",Karnataka,8951185742,Surgical Trocars,QBT10,QUBIX,QUBIX MEDICARE PRIVATE LIMITED,Others,30,1499,44970,Company,NO,,9FHS220006282257
114,2025-26,Bid/RA,17-10-2025,October,GEMC-511687785349854,151956,GEM/2025/B/6429360,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,J.S.SURGICALS,"T.C 2/3031/13,DALLY'S APARTMENT,CHALAKUZHY ROAD,PATTOM, Thiruvananthapuram, KERALA-695004, -",Kerala,9995341646,Absorbable Hemostat (V2),1941,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,100,1519.56,151956,Distributor,NO,,AIGC220005957447
115,2025-26,Bid/RA,17-10-2025,October,GEMC-511687785349854,151956,GEM/2025/B/6429360,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,J.S.SURGICALS,"T.C 2/3031/13,DALLY'S APARTMENT,CHALAKUZHY ROAD,PATTOM, Thiruvananthapuram, KERALA-695004, -",Kerala,9995341646,Absorbable Hemostat (V2),1953,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,100,1063.56,106356,Distributor,NO,,AIGC220005957447
116,2025-26,Bid/RA,31-05-2025,May,GEMC-511687721779510,75264,GEM/2025/B/5873782,Yellesh M,Employees State Insurance Corporation,ESIC MEDICAL COLLEGE AND HOSPITAL Sanathnagar Hyderabad HYDERABAD TELANGANA500038 India,Telangana,GOODWILL LIFESCIENCES PRIVATE LIMITED,"Block No. 392/A, Plot No. 283, 284 and 285,Anjani Textile Park - 4,Segwa Paria Road,Olpad, Surat, Surat, Gujarat, Surat, GUJARAT-394130, India",Gujarat,9879744173,Absorbable Gelatin,Hemosponge Standard Size(80 x 50 x 10 mm),HEMOSPONGE,GOODWILL LIFESCIENCES PRIVATE LIMITED,Others,1600,47.04,75264,Company,NO,,IGWU220005823710
117,2025-26,Bid/RA,23-09-2025,September,GEMC-511687736481331,254822,GEM/2025/B/6316198,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,medi bright associates,"THEJUS,PUTHENANAGADI,ARANATTUKARA,Village/Town - THRISSUR, City - THRISSUR, THRISSUR, KERALA-680618, India",Kerala,9895311033,Sutures (V3),KC 8207,centilene,Centenial Surgical Suture Ltd,Others,1440,176.96,254822.4,Distributor,NO,,ZRFN210003467805
118,2025-26,Bid/RA,23-09-2025,September,GEMC-511687762523254,470400,GEM/2025/B/6316198,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,medi bright associates,"THEJUS,PUTHENANAGADI,ARANATTUKARA,Village/Town - THRISSUR, City - THRISSUR, THRISSUR, KERALA-680618, India",Kerala,9895311033,Sutures (V3),P 8804,centilene,Centenial Surgical Suture Ltd,Others,2400,196,470400,Distributor,NO,,ZRFN210003467805
119,2025-26,Bid/RA,23-09-2025,September,GEMC-511687761558973,205406,GEM/2025/B/6330990,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,ASWINI HEALTH SPECIALITIES (INDIA) PRIVATE LIMITED,"IV/675,FERRY ROAD,KALAMASSERY, Ernakulam, KERALA-683104, -",Kerala,4842550121,Sutures (V3),EP8735H,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,108,1901.91,205406.28,Company,NO,,PNJK220006632851
120,2025-26,Bid/RA,24-09-2025,September,GEMC-511687715872100,5844,GEM/2025/B/6332456,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,DOCTORS PHARMA,"T.C-96/2912, PNAA 705,PRASANTH NAGAR,PRASANTH NAGAR,MEDICAL COLLEGE P.O., Thiruvananthapuram, KERALA-695011, -",Kerala,9447205658,Sutures (V3),S215,TRUSILK,HEALTHIUM MEDTECH LIMITED,Others,600,9.74,5844,Distributor,NO,,HSBT220006082944
121,2025-26,Bid/RA,20-09-2025,September,GEMC-511687746599225,10200,GEM/2025/B/6191736,Rana Nandy,Employees State Insurance Corporation,ESIC HOSPITAL JOKA DIAMOND HARBOUR ROAD SOUTH 24 PARAGANAS WEST BENGAL700104 India,West Bengal,CYGNET MEDITECH PRIVATE LIMITED,"BLK NO.50,RIDDHI SIDDHI NAGAR,AJWA ROAD, VADODARA, GUJARAT-390019, -",Gujarat,9978913966,Sutures (V3),CYG 3719 DECLON 10-0,DECLON,CYGNET,Others,60,170,10200,Company,NO,,FB15190000821228
122,2025-26,Bid/RA,17-09-2025,September,GEMC-511687797967659,88877,GEM/2025/B/6257240,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MERIL ENDO SURGERY PRIVATE LIMITED,"NO. 135-139,BILAKHIA HOUSE,MUKTANAND MARG,CHALA, VAPI, GUJARAT-396191, -",Gujarat,8140065678,Sutures (V3),MITSU AB PGT20 945U,Mitsu AB,MERIL ENDO SURGERY PVT. LTD,Meril,480,185.16,88876.8,Company,NO,,0DAA180000108070
123,2025-26,Bid/RA,17-09-2025,September,GEMC-511687708572557,49618,GEM/2025/B/6257240,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MERIL ENDO SURGERY PRIVATE LIMITED,"NO. 135-139,BILAKHIA HOUSE,MUKTANAND MARG,CHALA, VAPI, GUJARAT-396191, -",Gujarat,8140065678,Sutures (V3),FILAPRON PCL30 3326U,Filapron,MERIL ENDO SURGERY PVT. LTD,Meril,480,103.37,49617.6,Company,NO,,0DAA180000108070
124,2025-26,Bid/RA,17-09-2025,September,GEMC-511687794274800,193795,GEM/2025/B/6257240,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,MERIL ENDO SURGERY PRIVATE LIMITED,"NO. 135-139,BILAKHIA HOUSE,MUKTANAND MARG,CHALA, VAPI, GUJARAT-396191, -",Gujarat,8140065678,Sutures (V3),MERICRON XL ME6977,Mericron XL,MERIL ENDO SURGERY PVT. LTD,Meril,960,201.87,193795.2,Company,NO,,0DAA180000108070
125,2025-26,Bid/RA,15-09-2025,September,GEMC-511687751023777,25920,GEM/2025/B/6477012,Rana Nandy,Employees State Insurance Corporation,ESIC HOSPITAL JOKA DIAMOND HARBOUR ROAD SOUTH 24 PARAGANAS WEST BENGAL700104 India,West Bengal,SURGICAL SUTURES PRIVATE LIMITED,"NO. 7,10TH A CROSS,PEENYA 2ND STAGE,THIGALARAPALLYA MAIN ROAD BALAJINAGAR, Bangalore, KARNATAKA-560058, -",Karnataka,9620669786,Sutures (V3),SEAMLON - 3336,SEAM,SURGICAL SUTURES PVT. LTD,Others,1440,18,25920,Company,NO,,Q17V210004173240
126,2025-26,Bid/RA,15-09-2025,September,GEMC-511687765083887,5400,GEM/2025/B/6477508,Rana Nandy,Employees State Insurance Corporation,ESIC HOSPITAL JOKA DIAMOND HARBOUR ROAD SOUTH 24 PARAGANAS WEST BENGAL700104 India,West Bengal,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 841,AQLENE,AQMEN MEDTECH PRIVATE LIMITED,Others,180,30,5400,Company,NO,,K4OS210003907957
127,2025-26,Bid/RA,15-09-2025,September,GEMC-511687794518754,56650,GEM/2025/B/6409114,Yellesh M,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST),Sree Chitra Tirunal Institute For Medical Science and TechnologyMedical College PO Triavndrum Thiruvananthapuram KERALA695011 India,Kerala,ASWINI HEALTH SPECIALITIES (INDIA) PRIVATE LIMITED,"IV/675,FERRY ROAD,KALAMASSERY, Ernakulam, KERALA-683104, -",Kerala,4842550121,Sutures (V3),W8662,ETHICON,JOHNSON & JOHNSON ETHICON ENDOSURGERY,Others,36,1573.6,56649.6,Company,NO,,PNJK220006632851
128,2025-26,Bid/RA,30-08-2025,August,GEMC-511687714159055,4320,GEM/2025/B/6357407,Ashish Hasija,Employees State Insurance Corporation,EMPLOYEES’ STATE INSURANCE CORPORATION HOSPITAL EMPLOYEES’ STATE INSURANCE CORPORATION Poovulapetti to Thirumurugan Poondi ring road Tiruppur Coimbatore TAMIL NADU641603 India,Tamil Nadu,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 4272 N20,AQGUT,AQMEN MEDTECH PRIVATE LIMITED,Others,120,36,4320,Company,NO,,K4OS210003907957
129,2025-26,Bid/RA,30-08-2025,August,GEMC-511687714159055,4320,GEM/2025/B/6357407,Ashish Hasija,Employees State Insurance Corporation,EMPLOYEES’ STATE INSURANCE CORPORATION HOSPITAL EMPLOYEES’ STATE INSURANCE CORPORATION Poovulapetti to Thirumurugan Poondi ring road Tiruppur Coimbatore TAMIL NADU641603 India,Tamil Nadu,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 4272 N20,AQGUT,AQMEN MEDTECH PRIVATE LIMITED,Others,120,36,4320,Company,NO,,K4OS210003907957
130,2025-26,Bid/RA,30-08-2025,August,GEMC-511687739569535,2640,GEM/2025/B/6357407,Ashish Hasija,Employees State Insurance Corporation,EMPLOYEES’ STATE INSURANCE CORPORATION HOSPITAL EMPLOYEES’ STATE INSURANCE CORPORATION Poovulapetti to Thirumurugan Poondi ring road Tiruppur Coimbatore TAMIL NADU641603 India,Tamil Nadu,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 3336 L90,AQlon,Aqmen Medtech Private Limited,Others,120,22,2640,Company,NO,,K4OS210003907957
131,2025-26,Bid/RA,30-08-2025,August,GEMC-511687739569535,2640,GEM/2025/B/6357407,Ashish Hasija,Employees State Insurance Corporation,EMPLOYEES’ STATE INSURANCE CORPORATION HOSPITAL EMPLOYEES’ STATE INSURANCE CORPORATION Poovulapetti to Thirumurugan Poondi ring road Tiruppur Coimbatore TAMIL NADU641603 India,Tamil Nadu,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 3336 L90,AQlon,Aqmen Medtech Private Limited,Others,120,22,2640,Company,NO,,K4OS210003907957
132,2025-26,Bid/RA,30-08-2025,August,GEMC-511687723079886,828,GEM/2025/B/6357407,Ashish Hasija,Employees State Insurance Corporation,EMPLOYEES’ STATE INSURANCE CORPORATION HOSPITAL EMPLOYEES’ STATE INSURANCE CORPORATION Poovulapetti to Thirumurugan Poondi ring road Tiruppur Coimbatore TAMIL NADU641603 India,Tamil Nadu,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 3318 RC,AQlon,Aqmen Medtech Private Limited,Others,36,23,828,Company,NO,,K4OS210003907957
133,2025-26,Bid/RA,30-08-2025,August,GEMC-511687723079886,828,GEM/2025/B/6357407,Ashish Hasija,Employees State Insurance Corporation,EMPLOYEES’ STATE INSURANCE CORPORATION HOSPITAL EMPLOYEES’ STATE INSURANCE CORPORATION Poovulapetti to Thirumurugan Poondi ring road Tiruppur Coimbatore TAMIL NADU641603 India,Tamil Nadu,AQMEN MEDTECH PRIVATE LIMITED,"Site No.46/1, 9th Mile,Nanjundeshwara Layout, Tumkur Road, Chikkabiddrekallu,Nagasandra Post, Bengaluru Urban,Bengaluru, Bangalore, KARNATAKA-560073, -",Karnataka,7760741327,Sutures (V3),AM 3318 RC,AQlon,Aqmen Medtech Private Limited,Others,36,23,828,Company,NO,,K4OS210003907957
