Sr. No.,Tender Id,T247 Id,Tender Number,Meril Ref No,New Govt Code,Distributor Master,Zonal Head Name,Front Line Sales,HO Name,Site Location,Tender Due Date,Pre Bid Meeting Date,Quantity,Uom,Sap Material Code,Model,Lob,Segment,Sales Cat,status,Remarks,Estimated Cost,Final Remarks,Bidder Company,Bidder Model,Bidder Price,Bidder Rank
758,7203,93431099,GEM/2025/B/6568744,,,,,,,"Bangalore, Karnataka, India",22-11-2025,,1,,,,,,,N/A,,3550000,,,,,
759,4444,92710458,GEM/2025/B/6697957,,,,,,,"New Delhi, Delhi, India",03-10-2025,ref to doc,2373,,,,,,,N/A,,3507744,,,,,
760,856,91834530,GEM/2025/B/6433419,,,,,,,"Jodhpur, Rajasthan, India",27-09-2025,ref to doc,3054,,,,,,,N/A,,3501278,,,,,
761,6,81234751,GEM/2024/B/5385357,,,,,,,"Guwahati, Assam, India",14-10-2025,ref to doc,7,,,,,,,N/A,,3500000,,,,,
762,657,91758028,GEM/2025/B/6603187,,,,,,,"Sambhal, Uttar Pradesh, India",29-09-2025,ref to doc,1,,,,,,,N/A,,3500000,,,,,
763,776,91806791,2025_DHS_791371_1,,,,,,,"Kasargod, Kerala, India",08-09-2025,ref to doc,,,,,,,,N/A,,3500000,,,,,
764,2581,92249743,"Dy. Commissioner/S.W.(Athwa)Zone/No.10/ 2025-2026, Work No. 26:222169:",,,,,,,"Surat, Gujarat, India",22-09-2025,ref to doc,,,,,,,,N/A,,3500000,,,,,
765,4041,92597989,GEM/2025/B/6685355,,,,,,,"Chandigarh Ut, Chandigarh, India",09-10-2025,,67346,,,,,,,N/A,,3500000,,,,,
766,6015,93144933,GEM/2025/B/6722224,,,,,,,"Lucknow, Uttar Pradesh, India",24-10-2025,ref to doc,1,,,,,,,N/A,,3500000,,,,,
767,6030,93145820,2025_DRDP_151415_1,,,,,,,"Barnala, Punjab, India",13-10-2025,ref to doc,,,,,,,,N/A,,3500000,,,,,
768,6031,93145832,2025_DRDP_151397_1,,,,,,,"Sangrur, Punjab, India",23-10-2025,ref to doc,,,,,,,,N/A,,3500000,,,,,
769,6917,93335292,GEM/2025/B/6771272,,,,,,,"Lucknow, Uttar Pradesh, India",30-10-2025,16-10-2025,2,,,,,,,N/A,,3500000,,,,,
770,7372,93474047,2025_WBMSC_922558_1,,,,,,,"Kolkata, West Bengal, India",04-11-2025,17-10-2025,,,,,,,,N/A,,3500000,,,,,
771,7527,93506755,,,,,,,,"Kolkata, West Bengal, India",31-10-2025,17-10-2025,,,,,,,,N/A,,3500000,,,,,
772,7529,93507002,WBMSCL/NIT-828/2025 Dated-09.10.2025,,,,,,,"Kolkata, West Bengal, India",29-10-2025,ref to doc,,,,,,,,N/A,,3500000,,,,,
773,7690,93548737,GEM/2025/B/6792265,,,,,,,"Lucknow, Uttar Pradesh, India",10-11-2025,ref to doc,1,,,,,,,N/A,,3500000,,,,,
774,7735,93557503,WBMSCL/NIT-828/2025,,,,,,,"Kolkata, West Bengal, India",29-10-2025,ref to doc,,,,,,,,N/A,,3500000,,,,,
775,8008,93624229,"Dy. Commissioner/S. W. (Athwa) Zone/ No. 14/ 2025-2026, Work No. 26:235380:",,,,,,,"Surat, Gujarat, India",07-11-2025,,,,,,,,,N/A,,3500000,,,,,
776,8140,93658891,,,,,,,,"Kolkata, West Bengal, India",05-11-2025,28-10-2025,,,,,,,,N/A,,3500000,,,,,
777,9883,94169931,GEM/2025/B/6757402,,,,,,,"Jaipur, Rajasthan, India",24-11-2025,11-11-2025,46,,,,,,,N/A,,3500000,,,,,
778,10224,94262368,,,,,,,,"Jaipur, Rajasthan, India",24-11-2025,,,,,,,,,N/A,,3500000,,,,,
779,10393,94326148,,,,,,,,"Jaipur, Rajasthan, India",24-11-2025,,,,,,,,,N/A,,3500000,,,,,
780,5881,93079038,GEM/2025/B/6645156,,,,,,,"Hyderabad, Telangana, India",21-10-2025,,610,,,,,,,N/A,,3498800,,,,,
781,8016,93637304,GEM/2025/B/6684314,,,,,,,"Bangalore, Karnataka, India",01-11-2025,,464,,,,,,,N/A,,3481136.76,,,,,
782,4684,92773503,GEM/2025/B/6693032,,,,,,,"New Delhi, Delhi, India",14-10-2025,,21,,,,,,,N/A,,3477267.36,,,,,
783,1937,91523716,GEM/2025/B/6577581,,,,,,,"Banda, Uttar Pradesh, India",08-09-2025,ref to doc,1,,,,,,,N/A,,3400000,,,,,
784,5263,92921569,2025_IISRB_879262_1,,,,,,,"Bhopal, Madhya Pradesh, India",16-10-2025,ref to doc,,,,,,,,N/A,,3400000,,,,,
785,6198,93176418,GEM/2025/B/6751984,,,,,,,"Banda, Uttar Pradesh, India",14-10-2025,ref to doc,1,,,,,,,N/A,,3400000,,,,,
786,749,91795253,GEM/2025/B/6466311,,,,,,,"Maharajganj, Uttar Pradesh, India",15-09-2025,ref to doc,119000,,,,,,,N/A,,3389500,,,,,
787,5289,92926791,GEM/2025/B/6692275,,,,,,,"Leh Ladakh, Jammu And Kashmir, India",09-10-2025,,42105,,,,,,,N/A,,3349941.1,,,,,
788,7472,93495176,2025_IIMID_881297_1,,,,,,,"Indore, Madhya Pradesh, India",10-11-2025,,,,,,,,,N/A,,3345246,,,,,
789,4192,92643091,2025_PWR_1220090_1,,,,,,,"Chandrapur, Maharashtra, India",26-09-2025,ref to doc,,,,,,,,N/A,,3332934,,,,,
790,2152,91722476,MHS2526WSOB03603,,,,,,,"Bharatpur, Rajasthan, India",08-09-2025,ref to doc,,,,,,,,N/A,,3325000,,,,,
791,2164,91801134,2025_MEDIC_496804_2,,,,,,,"Bharatpur, Rajasthan, India",08-09-2025,ref to doc,,,,,,,,N/A,,3325000,,,,,
792,3520,92468189,GEM/2025/B/6652370,,,,,,,"Panchkula, Haryana, India",29-09-2025,,663,,,,,,,N/A,,3313612.56,,,,,
793,6643,93279164,GEM/2025/B/6753498,,,,,,,"Gurdaspur, Punjab, India",28-10-2025,,55731,,,,,,,N/A,,3306921.27,,,,,
794,3009,92349506,2025_HPSEB_114372_1,,,,,,,"Shimla, Himachal Pradesh, India",22-09-2025,ref to doc,,,,,,,,N/A,,3301524,,,,,
795,7817,93584889,GEM/2025/B/6651986,,,,,,,"Bangalore, Karnataka, India",05-11-2025,ref to doc,1,,,,,,,N/A,,3300000,,,,,
796,6154,93174562,GEM/2025/B/6750729,,,,,,,"Peddapalli, Telangana, India",13-10-2025,ref to doc,25,,,,,,,N/A,,3293185,,,,,
797,8277,93688862,ET-190:236307:,,,,,,,"Gandhinagar, Gujarat, India",20-11-2025,ref to doc,,,,,,,,N/A,,3282950,,,,,
798,8940,93924707,,,,,,,,"Gandhinagar, Gujarat, India",20-11-2025,,,,,,,,,N/A,,3282950,,,,,
799,1941,91562051,ACE (P&C)/TN-10/25-26:215212:,,,,,,,"Navsari, Gujarat, India",09-09-2025,ref to doc,,,,,,,,N/A,,3282000,,,,,
800,1626,92071957,GEM/2025/B/6639378,,,,,,,"Ranchi, Jharkhand, India",16-09-2025,,1,,,,,,,N/A,,3260000,,,,,
801,2838,92303967,GEM/2025/B/6664293,,,,,,,"Ri Bhoi, Meghalaya, India",06-10-2025,ref to doc,11,,,,,,,N/A,,3255000,,,,,
802,1234,91961206,GEM/2025/B/6592323,,,,,,,"Lucknow, Uttar Pradesh, India",19-09-2025,,10020,,,,,,,N/A,,3254618,,,,,
803,2338,92190532,GEM/2025/B/6539545,,,,,,,"New Delhi, Delhi, India",27-09-2025,ref to doc,100,,,,,,,N/A,,3234840,,,,,
804,1021,91889825,GEM/2025/B/6619178,,,,,,,"New Delhi, Delhi, India",04-10-2025,,4,,,,,,,N/A,,3200000,,,,,
805,9388,94057984,2025_ARMY_737689_1,,,,,,,"New Delhi, Delhi, India",19-11-2025,ref to doc,,,,,,,,N/A,,3199680,,,,,
806,7461,93497105,GEM/2025/B/6737650,,,,,,,"Pune, Maharashtra, India",04-11-2025,,19476,,,,,,,N/A,,3198203.88,,,,,
807,1391,91999626,GEM/2025/B/6623290,,,,,,,"Lucknow, Uttar Pradesh, India",22-09-2025,,25000,,,,,,,N/A,,3191250,,,,,
808,3113,92356734,2025_IMSRP_877032_1,,,,,,,"Raipur, Chhattisgarh, India",06-10-2025,18-09-2025,,,,,,,,N/A,,3187889,,,,,
809,3115,92359938,17/SE/AIIMS/RPR/2025-26,,,,,,,"Raipur, Chhattisgarh, India",06-10-2025,ref to doc,,,,,,,,N/A,,3187889,,,,,
810,9976,94202211,CMS2526GLRC00095,,,,,,,"Jaipur, Rajasthan, India",20-11-2025,ref to doc,,,,,,,,N/A,,3150000,,,,,
811,10071,94211358,2025_PWD_119496_4,,,,,,,"Shimla, Himachal Pradesh, India",13-11-2025,ref to doc,,,,,,,,N/A,,3144140,,,,,
812,5618,93006118,GEM/2025/B/6726270,,,,,,,"New Delhi, Delhi, India",20-10-2025,ref to doc,6,,,,,,,N/A,,3130949.75,,,,,
813,4246,92659035,,,,,,,,"Mumbai, Maharashtra, India",29-09-2025,,,,,,,,,N/A,,3114111,,,,,
814,7545,93518494,"854066-e-Proc.NIT No.1269/34/E/TO/2025-26, Dt.10-10-2025,S.No.9",,,,,,,"Vizianagaram, Andhra Pradesh, India",29-10-2025,,,,,,,,,N/A,,3108000,,,,,
815,1397,91999723,GEM/2025/B/6631710,,,,,,,"Hyderabad, Telangana, India",29-09-2025,,178,,,,,,,N/A,,3091407,,,,,
816,5472,92969276,BUN2526GLRC00015,,,,,,,"Jaipur, Rajasthan, India",29-09-2025,ref to doc,,,,,,,,N/A,,3075000,,,,,
817,2988,92353674,GEM/2025/B/6664465,,,,,,,"New Delhi, Delhi, India",03-10-2025,,40205,,,,,,,N/A,,3064925,,,,,
818,5465,92927101,GEM/2025/B/6663572,,,,,,,"Lucknow, Uttar Pradesh, India",17-10-2025,,23517,,,,,,,N/A,,3031318,,,,,
819,2409,92192454,2025_BRO_811529_1,,,,,,,"Multi Location, Multi State, India",27-09-2025,,,,,,,,,N/A,,3014918,,,,,
820,114,91167445,GEM/2024/B/5531135,,,,,,,"Chandigarh Ut, Chandigarh, India",06-09-2025,ref to doc,149,,,,,,,N/A,,3000000,,,,,
821,306,91553854,GEM/2025/B/6538047,,,,,,,"Sangrur, Punjab, India",15-09-2025,ref to doc,36,,,,,,,N/A,,3000000,,,,,
822,735,91775113,2025_DHS_790829_1,,,,,,,"Ernakulam, Kerala, India",08-09-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
823,834,91814609,RSCB/LTO/25-26/2,,,,,,,"Jaipur, Rajasthan, India",06-09-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
824,997,91885959,GEM/2025/B/6619013,,,,,,,"New Delhi, Delhi, India",04-10-2025,,3,,,,,,,N/A,,3000000,,,,,
825,1347,91992019,SMS2526GLSS00289,,,,,,,"Jaipur, Rajasthan, India",09-09-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
826,1403,91999956,GEM/2025/B/6632288,,,,,,,"New Delhi, Delhi, India",08-10-2025,,1,,,,,,,N/A,,3000000,,,,,
827,1733,92105753,GEM/2025/B/6619170,,,,,,,"Chandigarh Ut, Chandigarh, India",24-09-2025,ref to doc,11,,,,,,,N/A,,3000000,,,,,
828,1930,91444365,2025_RNTMC_494320_9,,,,,,,"Udaipur, Rajasthan, India",09-09-2025,20-08-2025,,,,,,,,N/A,,3000000,,,,,
829,1990,91722451,MCU2526GLOB00155,,,,,,,"Udaipur, Rajasthan, India",16-09-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
830,2010,91768198,2025_RNTMC_496636_6,,,,,,,"Udaipur, Rajasthan, India",16-09-2025,27-08-2025,,,,,,,,N/A,,3000000,,,,,
831,2066,91970444,2025_MEDIC_498101_1,,,,,,,"Sikar, Rajasthan, India",10-09-2025,,,,,,,,,N/A,,3000000,,,,,
832,2247,92161867,GEM/2025/B/6612454,,,,,,,"Chandigarh Ut, Chandigarh, India",26-09-2025,,1,,,,,,,N/A,,3000000,,,,,
833,2344,92190846,MHS2526GLRC03746,,,,,,,"Sikar, Rajasthan, India",10-09-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
834,2661,92266774,GEM/2025/B/6657377,,,,,,,"New Delhi, Delhi, India",08-10-2025,ref to doc,1,,,,,,,N/A,,3000000,,,,,
835,3117,92356137,2025_DME_449271_1,,,,,,,"Gwalior, Madhya Pradesh, India",30-09-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
836,3394,92446984,GEM/2025/B/6490451,,,,,,,"Bangalore, Karnataka, India",07-10-2025,,1,,,,,,,N/A,,3000000,,,,,
837,3810,92542939,GEM/2025/B/6642611,,,,,,,"Lucknow, Uttar Pradesh, India",07-10-2025,ref to doc,1,,,,,,,N/A,,3000000,,,,,
838,3866,92557239,2025_SJED_501928_1,,,,,,,"Karauli, Rajasthan, India",27-09-2025,17-09-2025,,,,,,,,N/A,,3000000,,,,,
839,4575,92735857,GEM/2025/B/6699903,,,,,,,"Lucknow, Uttar Pradesh, India",13-10-2025,,1,,,,,,,N/A,,3000000,,,,,
840,4761,92796125,2025_HFW_907447_1,,,,,,,"Nadia, West Bengal, India",14-10-2025,25-09-2025,,,,,,,,N/A,,3000000,,,,,
841,4995,92859461,MCU2526GLOB00201,,,,,,,"Udaipur, Rajasthan, India",13-10-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
842,5521,92992878,GEM/2025/B/6736421,,,,,,,"Jhansi, Uttar Pradesh, India",18-10-2025,ref to doc,100,,,,,,,N/A,,3000000,,,,,
843,6211,93184756,2025_DAH_805083_1,,,,,,,"Thiruvananthapuram, Kerala, India",21-10-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
844,6425,93235945,GEM/2025/B/6758780,,,,,,,"New Delhi, Delhi, India",03-11-2025,,1,,,,,,,N/A,,3000000,,,,,
845,6591,93271117,2025_UAD_456215_1,,,,,,,"Rewa, Madhya Pradesh, India",07-11-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
846,6863,93334762,GEM/2025/B/6771117,,,,,,,"Lucknow, Uttar Pradesh, India",04-11-2025,16-10-2025,2,,,,,,,N/A,,3000000,,,,,
847,7386,93481360,GEM/2025/B/6773570,,,,,,,"Jamnagar, Gujarat, India",24-10-2025,,2,,,,,,,N/A,,3000000,,,,,
848,7402,93478333,2025_RGK_920753_1,,,,,,,"Kolkata, West Bengal, India",01-11-2025,15-10-2025,,,,,,,,N/A,,3000000,,,,,
849,7403,93478334,2025_RGK_921858_1,,,,,,,"Kolkata, West Bengal, India",01-11-2025,15-10-2025,,,,,,,,N/A,,3000000,,,,,
850,7945,93605081,,,,,,,,"Kolkata, West Bengal, India",01-11-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
851,8091,93605077,e-NIT No : RGKH/MSVP/EQ/05/2025-26.,,,,,,,"Kolkata, West Bengal, India",01-11-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
852,8098,93648037,SMS2526GLSS00389,,,,,,,"Jaipur, Rajasthan, India",27-10-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
853,8219,93673774,MHS2526GLRC04526,,,,,,,"Sawaimadhopur, Rajasthan, India",03-11-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
854,8421,93699775,2025_MEDIC_508665_2,,,,,,,"Sawaimadhopur, Rajasthan, India",03-11-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
855,8797,93880961,2025_PMCP_1232449_1,,,,,,,"Pune, Maharashtra, India",17-11-2025,31-10-2025,,,,,,,,N/A,,3000000,,,,,
856,9012,93929730,GEM/2025/B/6820995,,,,,,,"South 24 Parganas, West Bengal, India",17-11-2025,04-11-2025,741,,,,,,,N/A,,3000000,,,,,
857,9890,94170721,2025_DME_458827_1,,,,,,,"Gwalior, Madhya Pradesh, India",24-11-2025,06-11-2025,,,,,,,,N/A,,3000000,,,,,
858,10343,94298995,2025_JLNMC_511642_1,,,,,,,"Ajmer, Rajasthan, India",24-11-2025,13-11-2025,,,,,,,,N/A,,3000000,,,,,
859,10436,94320425,MCA2526GLRC00162,,,,,,,"Ajmer, Rajasthan, India",24-11-2025,ref to doc,,,,,,,,N/A,,3000000,,,,,
860,10488,94344407,GEM/2025/B/6809355,,,,,,,"Thane, Maharashtra, India",25-11-2025,,1286,,,,,,,N/A,,3000000,,,,,
861,5588,93003402,GEM/2025/B/6687327,,,,,,,"Lucknow, Uttar Pradesh, India",31-10-2025,,2436,,,,,,,N/A,,2990705,,,,,
862,4119,92611581,631603-E1725O0192,,,,,,,"Kothagudem, Telangana, India",14-10-2025,,,,,,,,,N/A,,2970000,,,,,
863,9903,94171724,GEM/2025/B/6850398,,,,,,,"Aligarh, Uttar Pradesh, India",25-11-2025,,2642,,,,,,,N/A,,2968000,,,,,
864,9109,93933161,2025_PWR_1234129_32,,,,,,,"Osmanabad, Maharashtra, India",03-11-2025,ref to doc,,,,,,,,N/A,,2954383,,,,,
865,2270,92162517,MI/2025-26/GH/WORK_INDENT6753/CALL-2,,,,,,,"Bidar, Karnataka, India",13-09-2025,,,,,,,,,N/A,,2944536.76,,,,,
866,7160,93424048,,,,,,,,"Dibrugarh, Assam, India",30-10-2025,,,,,,,,,N/A,,2932386,,,,,
867,8470,93839558,GEM/2025/B/6664869,,,,,,,"Pune, Maharashtra, India",11-11-2025,ref to doc,11376,,,,,,,N/A,,2911903.52,,,,,
868,3445,92447205,GEM/2025/B/6615674,,,,,,,"Lucknow, Uttar Pradesh, India",03-10-2025,ref to doc,29885,,,,,,,N/A,,2901343,,,,,
869,3276,92426392,GEM/2025/B/6597424,,,,,,,"Dehradun, Uttarakhand, India",10-10-2025,,68240,,,,,,,N/A,,2901180.9,,,,,
870,2600,92259339,GEM/2025/B/6640227,,,,,,,"Jamnagar, Gujarat, India",29-09-2025,,313,,,,,,,N/A,,2900000,,,,,
871,7251,93441894,GEM/2025/B/6741185,,,,,,,"Agra, Uttar Pradesh, India",01-11-2025,,550598,,,,,,,N/A,,2894415,,,,,
872,4683,92773499,GEM/2025/B/6537441,,,,,,,"Pune, Maharashtra, India",14-10-2025,29-09-2025,50,,,,,,,N/A,,2890000,,,,,
873,7546,93518502,"853966-e-Proc.NIT No.1269/34/E/TO/2025-26, Dt.10-10-2025,S.No.7",,,,,,,"Vizianagaram, Andhra Pradesh, India",29-10-2025,ref to doc,,,,,,,,N/A,,2886000,,,,,
874,411,91642642,GEM/2025/B/6591150,,,,,,,"Daman, Daman And Diu, India",10-09-2025,ref to doc,1123857,,,,,,,N/A,,2884461,,,,,
875,4212,92650743,2025_MBMC_1220093_1,,,,,,,"Thane, Maharashtra, India",03-10-2025,24-09-2025,,,,,,,,N/A,,2838096,,,,,
876,10183,94225803,2025_PWR_1238300_6,,,,,,,"Latur, Maharashtra, India",12-11-2025,ref to doc,,,,,,,,N/A,,2835603,,,,,
877,10906,94430597,2025_PWR_1238300_20,,,,,,,"Latur, Maharashtra, India",17-11-2025,ref to doc,,,,,,,,N/A,,2835603,,,,,
878,4247,92659036,GEM/2025/B/6705684,,,,,,,"Mumbai, Maharashtra, India",27-10-2025,,,,,,,,,N/A,,2831010,,,,,
879,1395,91999703,GEM/2025/B/6607652,,,,,,,"Hyderabad, Telangana, India",29-09-2025,,16848,,,,,,,N/A,,2821500,,,,,
880,1497,92030838,GEM/2025/B/6603525,,,,,,,"Bangalore, Karnataka, India",30-09-2025,,126,,,,,,,N/A,,2819506,,,,,
881,2166,91855319,2025_PWD_791843_1,,,,,,,"Thrissur, Kerala, India",08-09-2025,ref to doc,,,,,,,,N/A,,2811738,,,,,
882,4367,92686568,DMA/2025-26/IND5337,,,,,,,"Mudhol, Karnataka, India",29-09-2025,,,,,,,,,N/A,,2800001.4,,,,,
883,21,88188826,2025_HBC_445234_1,,,,,,,"Panchkula, Haryana, India",24-09-2025,ref to doc,,,,,,,,N/A,,2800000,,,,,
884,507,91688058,GEM/2025/B/6568663,,,,,,,"New Delhi, Delhi, India",12-09-2025,ref to doc,1,,,,,,,N/A,,2800000,,,,,
885,1083,91912630,2025_HRY_468498_1,,,,,,,"Rohtak, Haryana, India",29-09-2025,09-09-2025,,,,,,,,N/A,,2800000,,,,,
886,3862,92556299,AYD/2025-26/IND0120,,,,,,,"Kodagu, Karnataka, India",29-09-2025,,,,,,,,,N/A,,2800000,,,,,
887,5238,92917798,2025_HRY_474749_1,,,,,,,"Hisar, Haryana, India",08-10-2025,ref to doc,,,,,,,,N/A,,2800000,,,,,
888,9220,94005302,2025_HRY_474749_2,,,,,,,"Hisar, Haryana, India",17-11-2025,ref to doc,,,,,,,,N/A,,2800000,,,,,
889,1405,92000021,GEM/2025/B/6628518,,,,,,,"Lucknow, Uttar Pradesh, India",22-09-2025,,2000000,,,,,,,N/A,,2780000,,,,,
890,4676,90949381,GEM/2025/B/6508774,,,,,,,"Lucknow, Uttar Pradesh, India",17-10-2025,ref to doc,16,,,,,,,N/A,,2769152,,,,,
891,8324,93715354,GEM/2025/B/6807511,,,,,,,"Baghpat, Uttar Pradesh, India",08-11-2025,,6,,,,,,,N/A,,2750000,,,,,
892,9395,94060403,T-0920,,,,,,,"Baloda bazar, Chhattisgarh, India",21-11-2025,ref to doc,,,,,,,,N/A,,2719872,,,,,
893,3772,92542475,GEM/2025/B/6678324,,,,,,,"Dhanbad, Jharkhand, India",26-09-2025,,550,,,,,,,N/A,,2706236.5,,,,,
894,9225,94005294,GEM/2025/B/6834796,,,,,,,"Prayagraj, Uttar Pradesh, India",20-11-2025,,1,,,,,,,N/A,,2700000,,,,,
895,3300,92391823,,,,,,,,"Madhepura, Bihar, India",22-09-2025,ref to doc,,,,,,,,N/A,,2698786,,,,,
896,12777,94911883,BUN2526GLRC00021,,,,,,,"Jaipur, Rajasthan, India",24-11-2025,ref to doc,,,,,,,,N/A,,2691500,,,,,
897,1852,92131727,,,,,,,,"Kolkata, West Bengal, India",15-09-2025,15-09-2025,,,,,,,,N/A,,2689537,,,,,
898,3680,92506276,2025_PWD_114536_1,,,,,,,"Shimla, Himachal Pradesh, India",26-09-2025,ref to doc,,,,,,,,N/A,,2653424,,,,,
899,7704,93547379,04/EE&SM(C)/TRMPD-I/2025-26,,,,,,,"New Delhi, Delhi, India",27-10-2025,ref to doc,,,,,,,,N/A,,2636508,,,,,
900,9015,93932625,GEM/2025/B/6755317,,,,,,,"Bhandara, Maharashtra, India",06-11-2025,,2799945,,,,,,,N/A,,2631948.8,,,,,
901,9313,94045562,2025_BHEL_54216_1,,,,,,,"Koderma, Jharkhand, India",17-11-2025,,,,,,,,,N/A,,2621000,,,,,
902,9342,94051928,2025_BHEL_817352_1,,,,,,,"North 24 Pargana, West Bengal, India",17-11-2025,,,,,,,,,N/A,,2621000,,,,,
903,2192,92152166,MHS2526WSOB03828,,,,,,,"Jaipur, Rajasthan, India",18-09-2025,ref to doc,,,,,,,,N/A,,2618000,,,,,
904,2273,92160292,2025_MEDIC_499148_1,,,,,,,"Jaipur, Rajasthan, India",18-09-2025,ref to doc,,,,,,,,N/A,,2618000,,,,,
905,2314,92189044,GEM/2025/B/6592532,,,,,,,"Ramgarh, Jharkhand, India",27-09-2025,ref to doc,24253,,,,,,,N/A,,2615693.12,,,,,
906,2371,92201828,GEM/2025/B/6637308,,,,,,,"Lucknow, Uttar Pradesh, India",07-10-2025,,1,,,,,,,N/A,,2600000,,,,,
907,6021,93144205,GEM/2025/B/6731760,,,,,,,"Ghaziabad, Uttar Pradesh, India",18-10-2025,ref to doc,2288,,,,,,,N/A,,2600000,,,,,
908,6950,93367821,GEM/2025/B/6773716,,,,,,,"Ranga Reddy, Telangana, India",20-10-2025,ref to doc,1392,,,,,,,N/A,,2600000,,,,,
909,7150,93419266,GEM/2025/B/6779114,,,,,,,"Ranga Reddy, Telangana, India",27-10-2025,15-10-2025,928,,,,,,,N/A,,2600000,,,,,
910,10155,94242896,GEM/2025/B/6856143,,,,,,,"Lucknow, Uttar Pradesh, India",25-11-2025,,1,,,,,,,N/A,,2600000,,,,,
911,4725,92777240,GEM/2025/B/6662711,,,,,,,"Hyderabad, Telangana, India",03-10-2025,,13750,,,,,,,N/A,,2587200,,,,,
912,8207,93655290,04/EE&SM/IITPD-3/2025-26,,,,,,,"New Delhi, Delhi, India",28-10-2025,ref to doc,,,,,,,,N/A,,2569575,,,,,
913,9594,94098224,04/EE&SM/IITPD-3/2025-26 - Recall 1,,,,,,,"New Delhi, Delhi, India",07-11-2025,ref to doc,,,,,,,,N/A,,2569575,,,,,
914,11897,94685682,04/EE&SM/IITPD-3/2025-26 - Recall 2,,,,,,,"New Delhi, Delhi, India",18-11-2025,ref to doc,,,,,,,,N/A,,2569575,,,,,
915,1473,92021959,2025_IAF_728801_1,,,,,,,"Pakur, Jharkhand, India",29-09-2025,ref to doc,,,,,,,,N/A,,2558551,,,,,
916,2861,92310777,2025_ARMY_730180_1,,,,,,,"Kolkata, West Bengal, India",30-09-2025,,,,,,,,,N/A,,2520790,,,,,
917,6456,93238999,GEM/2025/B/6750040,,,,,,,"Bahraich, Uttar Pradesh, India",27-10-2025,ref to doc,5000,,,,,,,N/A,,2520000,,,,,
918,4678,92773078,GEM/2025/B/6714210,,,,,,,"Aizwal, Mizoram, India",20-10-2025,,15,,,,,,,N/A,,2517000,,,,,
919,8544,93714688,GEM/2025/B/6806274,,,,,,,"Korea, Chhattisgarh, India",03-11-2025,,31161,,,,,,,N/A,,2508110,,,,,
920,11300,94516751,PWD2526WSOB16686,,,,,,,"Jaipur, Rajasthan, India",22-11-2025,ref to doc,,,,,,,,N/A,,2503000,,,,,
921,11397,94553167,2025_CEPWD_512586_7,,,,,,,"Jaipur, Rajasthan, India",22-11-2025,ref to doc,,,,,,,,N/A,,2503000,,,,,
922,75,90800038,2025_IMSBP_870504_1,,,,,,,"Bhopal, Madhya Pradesh, India",18-09-2025,31-07-2025,,,,,,,,N/A,,2500000,,,,,
923,328,91595795,2025_RGK_892525_1,,,,,,,"Kolkata, West Bengal, India",10-09-2025,22-08-2025,,,,,,,,N/A,,2500000,,,,,
924,353,91613288,2025_AIMSM_847952_3,,,,,,,"Guntur, Andhra Pradesh, India",10-09-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
925,510,91692630,2025_SCT_809955_1,,,,,,,"Thiruvananthapuram, Kerala, India",12-09-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
926,511,91692653,2025_SCT_809960_1,,,,,,,"Thiruvananthapuram, Kerala, India",12-09-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
927,673,91762260,2025_WBMSC_893457_1,,,,,,,"North 24 Pargana, West Bengal, India",09-09-2025,27-08-2025,,,,,,,,N/A,,2500000,,,,,
928,711,91772450,GEM/2025/B/6554110,,,,,,,"Gorakhpur, Uttar Pradesh, India",15-09-2025,02-09-2025,89,,,,,,,N/A,,2500000,,,,,
929,741,91778957,WBMSCL/NIT-716/2025 Dated-20.08.2025,,,,,,,"Kolkata, West Bengal, India",09-09-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
930,836,91815623,,,,,,,,"Kolkata, West Bengal, India",09-09-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
931,949,91851940,GEM/2025/B/6614368,,,,,,,"Lakhimpur Khiri, Uttar Pradesh, India",15-09-2025,,2,,,,,,,N/A,,2500000,,,,,
932,1780,92115188,GEM/2025/B/6644155,,,,,,,"Dehradun, Uttarakhand, India",15-09-2025,ref to doc,2500000,,,,,,,N/A,,2500000,,,,,
933,2108,92067665,GEM/2025/B/6538644,,,,,,,"Etawah, Uttar Pradesh, India",30-09-2025,10-09-2025,1,,,,,,,N/A,,2500000,,,,,
934,2567,92123358,GEM/2025/B/6624658,,,,,,,"Pondicherry, Puducherry, India",22-09-2025,,1,,,,,,,N/A,,2500000,,,,,
