 Sr.No , SKU Code , Short Specification , Detailed Specification , UOM , Units , LOB , Portfolio , Brand , Sub Brand , Speciality , Section , GST % 
370,MFD30A,Polylactide-co-glycolide - ABSORBABLE (30 Tacks) Mesh Fixation Device,POLY(LACTIDE-CO-GLYCOLIDE) ABSORBABLE (30),EA,1, Mesh , P-2 ,Profound A,Advance Tacker,Mesh,Section F,5
371,MFD30N,TITANIUM- NON-ABSORBABLE (30 Tacks) Mesh Fixation Device,TITANIUM- NON-ABSORBABLE (30),EA,1, Mesh , P-2 ,Profound N,Advance Tacker,Mesh,Section F,5
372,MGLHP-01,Gynaecologist Laser Hand-piece,Mesic Gynaecologist Laser Hand-piece,EA,1, Suture , P-1 ,Others,Others,Energy Device,Section J,5
373,MHR KIT 1,"PPL20 844,PGN20 2317,NYL20 3336,PPM611","PPL20 844,PGN20 2317,NYL20 3336,PPM611",BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit,Mesh,Section F,5
374,MHR KIT 2,"PPL20 844,PGN20 2317,NYL20 3336,PPM715","PPL20 844,PGN20 2317,NYL20 3336,PPM715",BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit,Mesh,Section F,5
375,MHR KIT 3,"PPL20 844,PCL30 1326U,PPM715","PPL20 844,PCL30 1326U,PPM715",BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit,Mesh,Section F,5
376,MHR KIT 4,"PPL20 844,PGN20 2317,NYL20 3336,PPM715,P","PPL20 844,PGN20 2317,NYL20 3336,PPM715,P",BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit,Mesh,Section F,5
377,MHS KIT 1,"PPL20 844,PGN20 2317,NYL20 3336,PPMS611","PPL20 844,PGN20 2317,NYL20 3336,PPMS611",BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit Soft,Mesh,Section F,5
378,MHS KIT 2,"PPL20 844,PGN20 2317,NYL20 3336,PPMS715","PPL20 844,PGN20 2317,NYL20 3336,PPMS715",BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit Soft,Mesh,Section F,5
379,MHS KIT 3,PPMS715PPL20844PGN202317NYL203336PPL1083,PPMS715PPL20844PGN202317NYL203336PPL1083,BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit Soft,Mesh,Section F,5
380,MHS KIT 5,"1-PPL20844,PPL10830,PCL301326U,PPMS715","1-PPL20844,PPL10830,PCL301326U,PPMS715",BOX,1, Kit , P-1 ,Meri - Kit,Meril Hernia Kit Soft,Mesh,Section F,5
381,MIPT15-N,Powered Hernia Mesh Fixation Device Non Absorbable- 15 tacks,"Powered tacker offer is smart choice for faster, secure mesh fixation. Inline handle design with rubber grip. Powered hernia mesh fixation device non-absorbable tacks made from titanium. It is helical-shaped hook design to ensure strong fixation, with each device containing 15 tacks. The device operates via a powered firing mechanism activated by a push-button for consistent deployment and includes a tack counter display for precise application tracking. The fixation cannula measures 36 cm in length with a 5mm tube diameter",EA,1, Mesh , P-2 ,i-Tack N,Advance Tacker,Mesh,Section F,5
382,MIPT30-N,Powered Hernia Mesh Fixation Device Non Absorbable- 30 tacks,"Powered tacker offer is smart choice for faster, secure mesh fixation. Inline handle design with rubber grip. Powered hernia mesh fixation device non-absorbable tacks made from titanium. It is helical-shaped hook design to ensure strong fixation, with each device containing 30 tacks. The device operates via a powered firing mechanism activated by a push-button for consistent deployment and includes a tack counter display for precise application tracking. The fixation cannula measures 36 cm in length with a 5mm tube diameter",EA,1, Mesh , P-2 ,i-Tack N,Advance Tacker,Mesh,Section F,5
383,MIS-21,DISPOSABLE CIRCULAR STAPLER 21MM, DISPOSABLE CIRCULAR STAPLER 21MM,EA,1, Stapler , P-2 ,Mirus,Circular Stapler,Stapler-Device,Section I,5
384,MIS-25,DISPOSABLE CIRCULAR STAPLER 25MM, DISPOSABLE CIRCULAR STAPLER 25MM,EA,1, Stapler , P-2 ,Mirus,Circular Stapler,Stapler-Device,Section I,5
385,MIS-29,DISPOSABLE CIRCULAR STAPLER 29MM, DISPOSABLE CIRCULAR STAPLER 29MM,EA,1, Stapler , P-2 ,Mirus,Circular Stapler,Stapler-Device,Section I,5
386,MIS-32,DISPOSABLE CIRCULAR STAPLER 32MM, DISPOSABLE CIRCULAR STAPLER 32MM,EA,1, Stapler , P-2 ,Mirus,Circular Stapler,Stapler-Device,Section I,5
387,MLA KIT,"2 EA CGL01 496,1EA PGN01 2826","2 EA CGL01 496,1EA PGN01 2826",BOX,1, Kit , P-1 ,Meri - Kit,Laparoscopic Appendectomy,NCV,Section B,5
388,MLC KIT,"1EA PGN01 2826, 1 EA MLT300","1EA PGN01 2826, 1 EA MLT300",BOX,6, Kit , P-1 ,Meri - Kit,Laparoscopic Cholecystectomy,NCV,Section B,5
389,MLC100,Disposable LINEAR CUTTER 100mm,DISPOSABLE LINEARCUTTER 100,EA,1, Stapler , P-2 ,Mirus,Linear Cutter,Stapler-Device,Section I,5
390,MLC60,Disposable LINEAR CUTTER 60mm,DISPOSABLE LINEARCUTTER 60,EA,1, Stapler , P-2 ,Mirus,Linear Cutter,Stapler-Device,Section I,5
391,MLC80,Disposable LINEAR CUTTER 80mm,DISPOSABLE LINEARCUTTER 80,EA,1, Stapler , P-2 ,Mirus,Linear Cutter,Stapler-Device,Section I,5
392,MLCR100-3.8,Disposable LINEAR CUTTER RELOAD 100mm-3.8mm (Blue),DISPOSABLE LINEARCUTTER RELOAD100-3.8,EA,1, Stapler , P-2 ,Mirus,Linear Cutter Reload,Stapler-Reload,Section I,5
393,MLCR100-4.8,Disposable LINEAR CUTTER RELOAD 100mm-4.8mm (Green),DISPOSABLE LINEARCUTTER RELOAD100-4.8,EA,1, Stapler , P-2 ,Mirus,Linear Cutter Reload,Stapler-Reload,Section I,5
394,MLCR60-3.8,Disposable LINEAR CUTTER RELOAD 60mm-3.8mm (Blue),DISPOSABLE LINEARCUTTER RELOAD60-3.8,EA,1, Stapler , P-2 ,Mirus,Linear Cutter Reload,Stapler-Reload,Section I,5
395,MLCR60-4.8,Disposable LINEAR CUTTER RELOAD 60mm-4.8mm (Green),DISPOSABLE LINEARCUTTER RELOAD60-4.8,EA,1, Stapler , P-2 ,Mirus,Linear Cutter Reload,Stapler-Reload,Section I,5
396,MLCR80-3.8,Disposable LINEAR CUTTER RELOAD 80mm-3.8mm (Blue),DISPOSABLE LINEARCUTTER RELOAD80-3.8,EA,1, Stapler , P-2 ,Mirus,Linear Cutter Reload,Stapler-Reload,Section I,5
397,MLCR80-4.8,Disposable LINEAR CUTTER RELOAD 80mm-4.8mm (Green),DISPOSABLE LINEARCUTTER RELOAD80-4.8,EA,1, Stapler , P-2 ,Mirus,Linear Cutter Reload,Stapler-Reload,Section I,5
398,MLSDR30,Disposable LINER STAPLER DIAL RELOAD 30,DISPOSABLE LINER STAPLER DIAL RELOAD 30,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload Dial,Stapler-Reload,Section I,5
399,MLSDR45,Disposable LINER STAPLER DIAL RELOAD 45,DISPOSABLE LINER STAPLER DIAL RELOAD 45,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload Dial,Stapler-Reload,Section I,5
400,MLSDR60,Disposable LINER STAPLER DIAL RELOAD 60,DISPOSABLE LINER STAPLER DIAL RELOAD 60,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload Dial,Stapler-Reload,Section I,5
401,MLSDR90,Disposable LINER STAPLER DIAL RELOAD 90,DISPOSABLE LINER STAPLER DIAL RELOAD 90,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload Dial,Stapler-Reload,Section I,5
402,MLSR30-3.5,Disposable LINEAR STAPLER RELOAD 30mm-3.5mm (Blue),DISPOSABLE LINEAR STAPLER RELOAD30-3.5,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
403,MLSR30-4.8,Disposable LINEAR STAPLER RELOAD 30mm-4.8mm (Green),DISPOSABLE LINEAR STAPLER RELOAD30-4.8,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
404,MLSR45-3.5,Disposable LINEAR STAPLER RELOAD 45mm-3.5mm (Blue),DISPOSABLE LINEAR STAPLER RELOAD45-3.5,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
405,MLSR45-4.8,Disposable LINEAR STAPLER RELOAD 45mm-4.8mm (Green),DISPOSABLE LINEAR STAPLER RELOAD45-4.8,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
406,MLSR60-3.5,Disposable LINEAR STAPLER RELOAD 60mm-3.5mm (Blue),DISPOSABLE LINEAR STAPLER RELOAD60-3.5,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
407,MLSR60-4.8,Disposable LINEAR STAPLER RELOAD 60mm-4.8mm (Green),DISPOSABLE LINEAR STAPLER RELOAD60-4.8,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
408,MLSR90-3.5,Disposable LINEAR STAPLER RELOAD 90mm-3.5mm (Blue),DISPOSABLE LINEAR STAPLER RELOAD90-3.5,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
409,MLSR90-4.8,Disposable LINEAR STAPLER RELOAD 90mm-4.8mm (Green),DISPOSABLE LINEAR STAPLER RELOAD90-4.8,EA,1, Stapler , P-2 ,Mirus,Linear Stapler Reload,Stapler-Reload,Section I,5
410,MLT KIT-DDLT-GP,Liver Kit - DDLT Donor - GP,Meril Liver Kit - DDLT Donor - GP,BOX,1, Suture , P-1 ,Liver Transplant Kit,Liver Transplant Kit,NCV,Section C,5
411,MLT KIT-DDLT-RM,Liver Transplant Kit-DDLT Donor,Meril Liver Transplant Kit-DDLT Donor,BOX,1, Kit , P-1 ,Liver Transplant Kit,Liver Transplant Kit,NCV,Section C,5
412,MLT KIT-LDLT-GP,Liver Kit - LDLT Recipient - GP,Meril Liver Kit - LDLT Recipient - GP,BOX,1, Suture , P-1 ,Liver Transplant Kit,Liver Transplant Kit,NCV,Section C,5
413,MLT KIT-LDLT-RM,Liver Transplant Kit-LDLTRecipient,Meril Liver Transplant Kit-LDLTRecipient,BOX,1, Kit , P-1 ,Liver Transplant Kit,Liver Transplant Kit,NCV,Section C,5
414,MLT KIT-OLD-GP,Liver Kit - Open Living Donor - GP,Meril Liver Kit - Open Living Donor - GP,BOX,1, Suture , P-1 ,Liver Transplant Kit,Liver Transplant Kit,NCV,Section C,5
415,MLT KIT-OLD-RM,Liver Trnsplnt Kit-OpenLivingDonor,Meril Liver Trnsplnt Kit-OpenLivingDonor,BOX,1, Kit , P-1 ,Liver Transplant Kit,Liver Transplant Kit,NCV,Section C,5
416,MLT-100,TITANIUM LIGATING CLIP SMALL,LIGATING CLIP 100,BOX,20, Stapler , P-1 ,Mirus,Ligation Clips U,Liga Clip,Section I,5
417,MLT-200,TITANIUM LIGATING CLIP MEDIUM,LIGATING CLIP 200,BOX,20, Stapler , P-1 ,Mirus,Ligation Clips U,Liga Clip,Section I,5
418,MLT-300,TITANIUM LIGATING CLIP MEDIUM-LARGE,LIGATING CLIP 300,BOX,20, Stapler , P-1 ,Mirus,Ligation Clips U,Liga Clip,Section I,5
419,MLT-400,TITANIUM LIGATING CLIP LARGE,LIGATING CLIP 400,BOX,20, Stapler , P-1 ,Mirus,Ligation Clips U,Liga Clip,Section I,5
420,MME20758X5,POLYESTER White & Green 2-0 X 75-20MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WHGR 2-0 X 75-20MM HCTC DOUBLE NEEDLE  TP5,BOX,12, Suture , P-1 ,Merisoft Chromic,Merisoft Chromic,NCV,Section L,5
421,MME6555,POLYESTER White & Green 2-0X75-17MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WHGR 2-0X75-17MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP5,BOX,6, Suture , P-1 ,Mericron Xl,Mericron Xl P,CV,Section C,5
422,MME6555MP,POLYESTER White & Green 2-0X75-17MM 1/2 Circle Taper Cut Double Needle Pledgets,POLYESTER XL WHGR 2-0X75-17MM HCTCDN TP3,BOX,6, Suture , P-1 ,Mericron Xl,Mericron Xl P,CV,Section C,5
423,MME6555X,POLYESTER White & Green 2-0X75-17MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WHGR 2-0X75-17MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP6,BOX,6, Suture , P-1 ,Mericron Xl,Mericron Xl P,CV,Section C,5
424,MME6577,POLYESTER White & Green 2-0X75-25MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WHGR 2-0X75-25MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP5,BOX,6, Suture , P-1 ,Mericron Xl,Mericron Xl P,CV,Section C,5
425,MME6577MP,POLYESTER White & Green 2-0X75-25MM 1/2 Circle Taper Cut Double Needle  Pledgets,POLYESTER XL WHGR 2-0X75-25MM HCTCDN TP3,BOX,6, Suture , P-1 ,Mericron Xl,Mericron Xl P,CV,Section C,5
426,MME6577X,POLYESTER White & Green 2-0X75-25MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WHGR 2-0X75-25MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP6,BOX,6, Suture , P-1 ,Mericron Xl,Mericron Xl P,CV,Section C,5
427,MNK10,"DISPOSABLE BLADELESS OPTICAL TROCAR -10MM diameter, 95mm length", DISPOSABLE TROCAR -10MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
428,MNK-10,DISPOSABLE BLADELESS OPTICAL TROCAR 10 MM diameter 95mm length, TROCAR 10 MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
429,MNK12,DISPOSABLE BLADELESS OPTICAL TROCAR -12MM diameter 95mm length, DISPOSABLE TROCAR -12MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
430,MNK-12,DISPOSABLE BLADELESS OPTICAL TROCAR 12 MM diameter 95mm length, TROCAR 12 MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
431,MNK15,DISPOSABLE BLADELESS OPTICAL TROCAR -15MM diameter 110mm length, DISPOSABLE TROCAR -15MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
432,MNK-15,"DISPOSABLE BLADELESS OPTICAL TROCAR 15 MM diameter, 110mm length", TROCAR 15 MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
433,MNK5,"DISPOSABLE BLADELESS OPTICAL TROCAR -05MM diameter, 95mm length", DISPOSABLE TROCAR -05MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
434,MNK-5,DISPOSABLE BLADELESS OPTICAL TROCAR 5 MM diameter 95mm length, TROCAR 5 MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
435,MNKLS-12,DISPOSABLE BLADELESS OPTICAL LONG SLEEVE TROCAR 12MM diameter 150mm length, LONG SLEEVE TROCAR 12MM,EA,1, Stapler , P-2 ,Monik,Trocar,Trocar,Section I,5
436,MPIT15-A,Powered Hernia Mesh Fixation Device Absorbable- 15 tacks,"Powered tacker offer is smart choice for faster, secure mesh fixation. Inline handle design with rubber grip. Powered hernia mesh fixation device absorbable tacks made from Polyglycolide-Co-Lactide (PGLA). It is screw-shaped hook design to ensure strong fixation, with each device containing 15 tacks. The device operates via a powered firing mechanism activated by a push-button, offering consistent deployment. It includes a tack counter display for precise application tracking. The fixation cannula measures 36 cm in length with a 5mm tube diameter. The absorbable tacks are designed to be fully absorbed within 5 to 6 months",EA,1, Mesh , P-2 ,i-Tack A,Advance Tacker,Mesh,Section F,5
437,MPIT30-A,Powered Hernia Mesh Fixation Device Absorbable- 30 tacks,"Powered tacker offer is smart choice for faster, secure mesh fixation. Inline handle design with rubber grip. Powered hernia mesh fixation device absorbable tacks made from Polyglycolide-Co-Lactide (PGLA). It is screw-shaped hook design to ensure strong fixation, with each device containing 30 tacks. The device operates via a powered firing mechanism activated by a push-button, offering consistent deployment. It includes a tack counter display for precise application tracking. The fixation cannula measures 36 cm in length with a 5mm tube diameter. The absorbable tacks are designed to be fully absorbed within 5 to 6 months",EA,1, Mesh , P-2 ,i-Tack A,Advance Tacker,Mesh,Section F,5
438,MPPH32,Disposable Hemorrhoids Stapler 2 row 32mm,DISPOSABLE PPH 32,EA,1, Stapler , P-2 ,Mirus,Pph Stapler,Stapler-Device,Section I,5
439,MPPH-32,Disposable  HEMORRHOID STAPLER 32MM, DISPOSABLE  HEMORRHOID STAPLER 32MM,EA,1, Stapler , P-2 ,Mirus,Pph Stapler,Stapler-Device,Section I,5
440,MPPH34,Disposable Hemorrhoids Stapler 2 row 34mm,DISPOSABLE PPH 34,EA,1, Stapler , P-2 ,Mirus,Pph Stapler,Stapler-Device,Section I,5
441,MPPH-34,Disposable  HEMORRHOID STAPLER 34MM, DISPOSABLE  HEMORRHOID STAPLER 34MM,EA,1, Stapler , P-2 ,Mirus,Pph Stapler,Stapler-Device,Section I,5
442,MPPH34R3,Disposable Hemorrhoids Stapler 3 row 34mm,DISPOSABLE PPH 3ROW 34,EA,1, Stapler , P-2 ,Mirus,Pph Stapler,Stapler-Device,Section I,5
443,MPPS32,DISPOSABLE HEMORRHOID STAPLER 32MM, DISPOSABLE HEMORRHOID STAPLER 32MM,EA,1, Stapler , P-2 ,Mirus,Pph Stapler,Stapler-Device,Section I,5
444,MPPS34,DISPOSABLE HEMORRHOID STAPLER 34MM, DISPOSABLE HEMORRHOID STAPLER 34MM,EA,1, Stapler , P-2 ,Mirus,Pph Stapler,Stapler-Device,Section I,5
445,MS2160DN,Polyglycolic Acid   Violet 1 X 180-50/40MM 3/8 Circle Round Body 1/2 Circle Taper Cut Double  Needle ,POLYGLYCOLIC ACID VIOLET  1 X 180-50/40MM 3/8 CIRCLE ROUND BODY  1/2 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
446,MS2303,Polyglycolic Acid   Violet 5-0 X 45-16MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  5-0 X 45-16MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
447,MS2304,Polyglycolic Acid   Violet 4-0 X 70-20MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  4-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
448,MS2305,Polyglycolic Acid   Violet 4-0 X 70-16MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  4-0 X 70-16MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
449,MS2317,Polyglycolic Acid   Violet 2-0 X 90-30MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
450,MS2317DN,Polyglycolic Acid   Violet 2-0 X 140-30MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLYCOLIC ACID VIOLET  2-0 X 140-30MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
451,MS2338,Polyglycolic Acid   Violet 0 X 90-30MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
452,MS2345,Polyglycolic Acid   Violet 2-0 X 90-40MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  2-0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
453,MS2346,Polyglycolic Acid   Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
454,MS2346DN,Polyglycolic Acid   Violet 0 X 140-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLYCOLIC ACID VIOLET  0 X 140-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
455,MS2346DNL,Polyglycolic Acid   Violet 0 X 180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLYCOLIC ACID VIOLET  0 X 180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
456,MS2346S,Polyglycolic Acid   Violet 0 X 45-40MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  0 X 45-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
457,MS2346U,Polyglycolic Acid   Undyed  0 X 90-40MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID UNDYED  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
458,MS2347,Polyglycolic Acid   Violet 1 X 90-40MM 1/2 Circle Round Body,POLYGLYCOLIC ACID VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  TN,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
459,MS2347DN,Polyglycolic Acid   Violet 1 X 140-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLYCOLIC ACID VIOLET  1 X 140-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
460,MS2347DNL,Polyglycolic Acid   Violet 1 X 180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLYCOLIC ACID VIOLET  1 X 180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
461,MS2347DS,Polyglycolic Acid   Violet 1 X 110-40MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  1 X 110-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
462,MS2347S,Polyglycolic Acid   Violet 1 X 45-40MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  1 X 45-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
463,MS2359,Polyglycolic Acid   Violet 1 X 70-40MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
464,MS2360,Polyglycolic Acid   Violet 1 X 90-40MM 1/2 Circle Round Body Heavy,POLYGLYCOLIC ACID VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  TH,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
465,MS2382,Polyglycolic Acid   Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLYCOLIC ACID VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
466,MS2421,Polyglycolic Acid   Violet 1 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLYCOLIC ACID VIOLET  1 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
467,MS2437,Polyglycolic Acid   Violet 3-0 X 70-20MM 1/2 Circle Round Body ,POLYGLYCOLIC ACID VIOLET  3-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
468,MS2472,Polyglycolic Acid   Violet 3-0 X 90-22MM 1/2 Circle Cutting ,POLYGLYCOLIC ACID VIOLET  3-0 X 90-22MM 1/2 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
469,MS2478,Polyglycolic Acid   Violet 2 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLYCOLIC ACID VIOLET  2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
470,MS2494,Polyglycolic Acid   Violet 4-0 X 45-12MM 3/8 Circle Reverse Cutting ,POLYGLYCOLIC ACID VIOLET  4-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
471,MS2518,Polyglycolic Acid   Violet 0 X 90-40MM 1/2 Circle Taper Cut ,POLYGLYCOLIC ACID VIOLET  0 X 90-40MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
472,MS2518SL,Polyglycolic Acid   Violet 0 X 45-40MM 1/2 Circle Taper Cut ,POLYGLYCOLIC ACID VIOLET  0 X 45-40MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
473,MS2534,Polyglycolic Acid   Violet 0 X 90-36MM 1/2 Circle Reverse Cutting ,POLYGLYCOLIC ACID VIOLET  0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
474,MS2614NS,Polyglycolic Acid   Violet 0 X 180,POLYGLYCOLIC ACID VIOLET  0 X 180,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
475,MS2615NS,Polyglycolic Acid   Violet 2-0 X 180,POLYGLYCOLIC ACID VIOLET  2-0 X 180,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
476,MS2762,Polyglycolic Acid   RPD Undyed  2-0 X 90-36MM 1/2 Circle Taper Cut ,POLYGLYCOLIC ACID RPD UNDYED  2-0 X 90-36MM 1/2 CIRCLE TAPERCUT ,DZ,12, Suture , P-1 ,Megasorb,Megasorb Rpd,NCV,Section A,5
477,MS2777,Polyglycolic Acid   RPD Undyed  2-0 X 140-36MM 1/2 Circle Reverse Cutting Round Body Double  Needle ,POLYGLYCOLIC ACID RPD UNDYED  2-0 X 140-36MM 1/2 CIRCLE REVERSE CUTTING  ROUND BODY  DOUBLE NEEDLE ,DZ,12, Suture , P-1 ,Megasorb,Megasorb Rpd,NCV,Section A,5
478,MS9918U,Polyglycolic Acid   Undyed  4-0 X 75-26MM 3/8 Circle Cutting ,POLYGLYCOLIC ACID UNDYED  4-0 X 75-26MM 3/8 CIRCLE CUTTING ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
479,MS9932U,Polyglycolic Acid   Undyed  3-0 X 75-26MM 3/8 Circle Reverse Cutting ,POLYGLYCOLIC ACID UNDYED  3-0 X 75-26MM 3/8 CIRCLE REVERSE CUTTING  ,DZ,12, Suture , P-1 ,Megasorb,Megasorb,NCV,Section A,5
